candidate_identity_key,eccv_first_author_name,source_url,source_kind,claim,qa_actions_or_status
cai_txmnjf,Hoyeon Shin,https://sites.google.com/view/cvlab-seoultech,institutional_profile,Official SeoulTech CV Lab page lists Hoyeon Shin first for the ECCV 2026 target paper and identifies the SeoulTech affiliation.,
cai_txmnjf,Hoyeon Shin,https://sites.google.com/view/cvlab-seoultech/publication,institutional_publication_list,Official lab publication list includes Hoyeon Shin's ECCV 2026 paper and visible later publications.,
cai_1n7ps74,hun im,https://dsba.snu.ac.kr/wp-content/uploads/2025/07/hunim-CV_korea.pdf?x92784=,official_cv,"SNU-hosted CV identifies Hun Im, SNU doctoral affiliation, and his complete listed publication history.",
cai_1n7ps74,hun im,https://arxiv.org/abs/2606.26687,official_preprint_metadata,"DeCoFlow lists Hun Im first but was submitted in June 2026, after the cutoff.",
cai_181h3s9,Hyekang Park,https://cvlab.yonsei.ac.kr/publications/,institutional_publication_list,Official Yonsei CV Lab page lists Hyekang Park as first author of the 2026 ECCV target and ACLS at ICCV 2023.,
cai_181h3s9,Hyekang Park,https://openaccess.thecvf.com/content/ICCV2023/html/Park_ACLS_Adaptive_and_Conditional_Label_Smoothing_for_Network_Calibration_ICCV_2023_paper.html,official_proceedings,CVF ICCV 2023 record lists Hyekang Park first for ACLS and gives the October 2023 proceedings date.,
cai_1nb05bx,Hyeongju Mun,https://www.pnu-cvsp.com/members/hyeong-ju,official_personal_lab_profile,"Identity, PNU/ETRI context, and publication list including LivingWorld and MoE-GS.",
cai_1nb05bx,Hyeongju Mun,https://proceedings.iclr.cc/paper_files/paper/2026/hash/6580845ce91a748a9bb09cec079aac1d-Abstract-Conference.html,official_proceedings,"MoE-GS author order is In-Hwan Jin, Hyeongju Mun, Joonsoo Kim, Kugjin Yun, Kyeongbo Kong.",
cai_1vo1wyg,Hyeongsik Kim,https://github.com/syt06007,official_personal_profile,"Identity, Hanyang affiliation, interests, and first-author publication list.",
cai_1vo1wyg,Hyeongsik Kim,https://sail.hanyang.ac.kr/publications,official_institutional_lab_profile,ARC-Loc is listed under Hanyang Spatial AI Lab with Hyeongsik Kim as first author.,
cai_1vo1wyg,Hyeongsik Kim,,qa_action,,Downgraded prior_work_review_completeness from complete to incomplete and count_confidence from high to partial: the cited GitHub/lab publication pages do not establish an authoritative exhaustive publication record for an exact zero.
cai_mn3icz,Hyeonseop Song,https://seokhunchoi.github.io/Blending-NeRF/,official_project_page,"Blending-NeRF authors, LG affiliation, first-listed Hyeonseop Song, and equal-contribution marker.",
cai_mn3icz,Hyeonseop Song,https://iccv2023.thecvf.com/telechargements/fichiers/1696500277.iccv23.program.booklet.updated.pdf,official_conference_proceedings,ICCV 2023 proceedings list Blending-NeRF with Hyeonseop Song first and LG Electronics affiliation.,
cai_mn3icz,Hyeonseop Song,https://seokhunchoi.github.io/,official_personal_profile,"LG Electronics research profile listing Blending-NeRF, PoseSyn, and related collaborator context.",
cai_kzekq6,Hyun-Ho Kim,https://ee.kaist.ac.kr/en/notices/%EA%B9%80%ED%98%84%ED%98%B8-%EB%B0%95%EC%82%AC%EC%A7%80%EA%B5%90%EC%88%98-%EA%B9%80%EB%AC%B8%EC%B2%A0-%EC%B6%A9%EB%82%A8%EB%8C%80%ED%95%99%EA%B5%90-%EC%A0%84%EC%9E%90%EA%B3%B5%ED%95%99/,official_institutional_profile,"Identity, KAIST VIC Lab history, Chungnam appointment, and research area.",
cai_kzekq6,Hyun-Ho Kim,https://pure.kaist.ac.kr/en/publications/fbs-ps-fully-band-separable-pan-sharpening-considering-the-physic/,official_institutional_publication_record,"Hyun Ho Kim is first author of FBS-PS, a TGRS journal article outside the defined venue scope.",
cai_kzekq6,Hyun-Ho Kim,https://pure.kaist.ac.kr/en/publications/deep-spectral-blending-network-for-color-bleeding-reduction-in-pa/,official_institutional_publication_record,"Hyun Ho Kim is first author of Deep Spectral Blending Network, a TGRS journal article outside scope.",
cai_1s2wfz1,Hyun-Kurl Jang,https://blue-531.github.io/,official_personal_profile,"Identity, KAIST affiliation, and complete publication list.",
cai_1s2wfz1,Hyun-Kurl Jang,https://vi.kaist.ac.kr/pages/people/,official_institutional_profile,KAIST VILab lists Hyun-Kurl Jang with KAIST email and 3D Vision research.,
cai_1s2wfz1,Hyun-Kurl Jang,https://proceedings.neurips.cc/paper_files/paper/2024/hash/87571720167f7e88827c40e468e3101f-Abstract-Conference.html,official_proceedings,TALoS is NeurIPS 2024 Main Conference Track with Hyun-Kurl Jang first-listed.,
cai_1nkch44,Hyunho Lee,https://mipal.snu.ac.kr/members/integrated-m-s-ph-d-students,institutional_profile,"Official SNU MIPA roster lists Hyunho Lee, hhlee822@snu.ac.kr, with generative-model and dataset-distillation research.",
cai_1nkch44,Hyunho Lee,https://proceedings.neurips.cc/paper_files/paper/2024/file/d60e14c19cd6e0fc38556ad29ac8fbc9-Paper-Conference.pdf,official_proceedings,"Deep Support Vectors is a NeurIPS 2024 main-conference paper; author order is Junhoo Lee, Hyunho Lee, Kyomin Hwang, Nojun Kwak.",
cai_1nkch44,Hyunho Lee,https://openaccess.thecvf.com/ICCV2025_workshops/WCCA,official_proceedings,Style Composition within Distinct LoRA modules for Traditional Art is labeled ICCV 2025 Workshops and is therefore excluded.,
cai_1fhyq5f,Hyunmin Cho,https://hyeon-cho.github.io/,official_personal_profile,Official profile identifies Hyunmin Cho at Korea University and lists the ECCV 2026 Recurrent Sinusoidal INRs paper.,
cai_1fhyq5f,Hyunmin Cho,https://openaccess.thecvf.com/content/CVPR2025/html/Han_Towards_Lossless_Implicit_Neural_Representation_via_Bit_Plane_Decomposition_CVPR_2025_paper.html,official_proceedings,"CVPR 2025 paper author order starts Woo Kyoung Han, Byeonghun Lee, Hyunmin Cho; Cho is not first-listed.",
cai_1fhyq5f,Hyunmin Cho,https://openaccess.thecvf.com/content/ICCV2025/html/Lee_Reference-based_Super-Resolution_via_Image-based_Retrieval-Augmented_Generation_Diffusion_ICCV_2025_paper.html,official_proceedings,"ICCV 2025 paper author order starts Byeonghun Lee, Hyunmin Cho; Cho is not first-listed.",
cai_16lmauc,Hyunsoo Lee,https://hleephilip.github.io/full-profile/,official_personal_profile,"Official profile identifies Hyunsoo Lee at Seoul National University, lists Accelerated Likelihood Maximization, and lists Conditional Score Guidance as a NeurIPS 2023 publication.",
cai_16lmauc,Hyunsoo Lee,https://papers.nips.cc/paper_files/paper/2023/hash/799f81cfa0611f93586c007024041460-Abstract-Conference.html,official_proceedings,Official NeurIPS page identifies Conditional Score Guidance for Text-Driven Image-to-Image Translation as a NeurIPS 2023 main-conference paper and lists Hyunsoo Lee first.,
cai_16lmauc,Hyunsoo Lee,https://hleephilip.github.io/ALM,official_project_page,Official project page identifies the ECCV 2026 candidate paper and SNU affiliation; its 2026 date is after the audit cutoff.,
cai_h88dox,Hyunsuh Koh,https://reality.ssu.ac.kr/,institutional_profile,Official Soongsil Reality Lab page lists Hyunsuh Koh among lab members/researchers.,
cai_h88dox,Hyunsuh Koh,https://reality.ssu.ac.kr/domestic.html,institutional_publication_list,Official lab publication listing includes Hyunsuh Koh in Soongsil research outputs.,
cai_h88dox,Hyunsuh Koh,https://bmva-archive.org.uk/bmvc/2025/assets/papers/Paper_784/poster.pdf,official_proceedings,"BMVC 2025 UDT paper lists Hyunsuh Koh as a coauthor, not first author; BMVC is outside the defined eligible venue scope.",
cai_lz5fec,Hyunwoo Kim,https://sites.google.com/view/mlcf/Researcher/department-of-artificial-intelligence,institutional_profile,Official Yonsei MLCF page identifies Hyun-woo Kim as a Yonsei MS student and lists his 2025 journal publication.,
cai_lz5fec,Hyunwoo Kim,https://sites.google.com/view/mlcf/publications/international-conference,institutional_publication_list,Official Yonsei MLCF publication list identifies Hyunwoo Kim as co-first author of the ECCV 2026 DIVA paper.,
cai_lz5fec,Hyunwoo Kim,https://link.springer.com/book/10.1007/978-3-032-37041-9,official_proceedings,Springer ECCV 2026 proceedings list DIVA: Instruction-Aware Vision Token Pruning via Dual-Probe Attention Discrepancy with Hyunwoo Kim first; ECCV 2026 is after the audit cutoff.,
cai_mwqjea,Hyunwoo Park,https://github.com/Hyunwoo-Park-Yonsei,official_personal_profile,"GitHub profile identifies Hyunwoo Park, Yonsei University graduate, based in Korea and working in autonomous driving.",
cai_mwqjea,Hyunwoo Park,https://kr.linkedin.com/in/hyunwoo-park-7b782a158/en,professional_profile,Matching STRADVISION profile identifies Hyunwoo Park and lists the ECCV 2026 queue title.,
cai_xlzkem,InGyu Jeong,https://immedia.seoultech.ac.kr/members,institutional_profile,Official SeoulTech Immersive Media Lab page lists Jeong Ingyu / InGyu Jeong as a lab member.,
cai_xlzkem,InGyu Jeong,https://immedia.seoultech.ac.kr/publication,institutional_publications,Official lab publication list names In-Gyu Jeong first on a 2025 ICEIC neural-light-field paper.,
cai_5bb72u,inha Lee,https://unist.info/?page_id=2181,institutional_profile,Official UNIST 3D Vision & Robotics Lab page lists Inha Lee as a student.,
cai_5bb72u,inha Lee,https://github.com/Epsilon8854,official_personal_profile,Inha Lee's profile identifies UNIST affiliation and lists UniSim-SLAM as first-author ECCV 2026 work.,
cai_5bb72u,inha Lee,https://unist.info/?page_id=172,institutional_publications,"Official UNIST publication page lists AiSDF authors Jaehoon Jang first and Inha Lee second, with equal contribution in alphabetical order.",
cai_1vkkwap,Injae Kim,https://mlv.kaist.ac.kr/people,institutional_profile,Official KAIST MLV Lab page lists Injae Kim as an integrated MS/PhD student in 3D vision and generative models.,
cai_1vkkwap,Injae Kim,https://proceedings.neurips.cc/paper_files/paper/2023/hash/d705dd6e77decdc399162d6d5b92f6e8-Abstract-Conference.html,official_proceedings,NeurIPS 2023 main-conference proceedings list Injae Kim first for UP-NeRF.,
cai_19a1klw,Inpyo Song,https://songinpyo.github.io/,official_personal_profile,Official homepage identifies Inpyo Song as a Sungkyunkwan University PhD student and lists the ECCV 2026 queue title.,
cai_19a1klw,Inpyo Song,https://pure.skku.edu/en/publications/sftrack-a-robust-scale-and-motion-adaptive-algorithm-for-tracking/,institutional_publication_record,SKKU publication record gives SFTrack as an IROS 2024 peer-reviewed conference contribution and lists Inpyo Song first.,
cai_19a1klw,Inpyo Song,https://songinpyo.github.io/publications/,official_publications,Author's official publication list identifies SFTrack as IROS 2024 Long Oral and Inpyo Song first.,
cai_jdrqn8,Inwoo Hwang,https://inwoohwang.me/,official_personal_profile,SNU 3D Vision Lab researcher identity and motion-generation research match.,
cai_jdrqn8,Inwoo Hwang,https://inwoohwang.me/pdfs/cv.pdf,official_personal_cv,CV identifies Inwoo Hwang as an SNU ECE PhD researcher and lists his research/publication context.,
cai_jdrqn8,Inwoo Hwang,https://openaccess.thecvf.com/content/ICCV2025/papers/Hwang_SceneMI_Motion_In-betweening_for_Modeling_Human-Scene_Interaction_ICCV_2025_paper.pdf,official_proceedings,ICCV 2025 paper metadata and author order for SceneMI.,
cai_3yt2qp,Jae Won Jang,https://jaewon040.github.io/,official_personal_profile,"SNU affiliation, advisor, research history, and publication list identify the ECCV candidate.",
cai_3yt2qp,Jae Won Jang,https://eccv.ecva.net/virtual/2026/papers.html,official_venue_listing,Official ECCV listing is the venue record for the candidate's 4DGS360 paper.,
cai_ue4bx1,Jaechang Kim,https://jaechang.dev/,official_personal_profile,"POSTECH identity, education, and publication list match the ECCV candidate.",
cai_ue4bx1,Jaechang Kim,https://proceedings.neurips.cc/paper/2021/hash/fa84632d742f2729dc32ce8cb5d49733-Abstract.html,official_proceedings,NeurIPS 2021 official author order for Gradient Inversion with Generative Image Prior.,
cai_ue4bx1,Jaechang Kim,,qa_action,,"{""action"":""removed_evidence_row"",""title"":""Gradient Inversion with Generative Image Prior"",""reason"":""Not an eligible first-listed author record in the fixed venue scope.""}"
cai_1i8av7e,Jaeho Lee,https://vgi.korea.ac.kr/html/members.html,official_institutional_profile,KU VGI page identifies Jae-Ho Lee as a PhD student.,
cai_1i8av7e,Jaeho Lee,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/04550.pdf,official_proceedings,ECCV 2024 paper author order and equal-contribution note.,
cai_1i8av7e,Jaeho Lee,,qa_action,,"{""action"":""removed_evidence_row"",""title"":""Versatile Incremental Learning: Towards Class and Domain-Agnostic Incremental Learning"",""reason"":""Not an eligible first-listed author record in the fixed venue scope.""}"
cai_7p3vxv,Jaehun Jung,https://sites.google.com/view/dcvl/team/members,official_institutional_profile,Konkuk DCVL page identifies Jaehun Jung as a member and gives the matching lab affiliation.,
cai_7p3vxv,Jaehun Jung,https://arxiv.org/abs/2607.27755,official_work_record,EgoGVAE record dates after cutoff and therefore is not an eligible prior work.,
cai_yzlijd,Jaehun Park,https://swb.skku.edu/appliedailab/international_pub.do,official_institutional_lab,Official SKKU Applied AI & Computer Vision Lab page lists the CVPR 2024 CSTA paper with Jaehun Park.,
cai_yzlijd,Jaehun Park,https://openaccess.thecvf.com/content/CVPR2024/html/Son_CSTA_CNN-based_Spatiotemporal_Attention_for_Video_Summarization_CVPR_2024_paper.html,official_proceedings,"Official CVPR record lists author order Jaewon Son, Jaehun Park, Kwangsu Kim; Park is not first-listed.",
cai_yzlijd,Jaehun Park,https://excv-workshop.github.io/,official_conference_page,"Lists ProtoMappingNet with Jaehun Park first, matching the ECCV queue title (workshop page, not an eligible prior venue).",
cai_6itkma,Jaehyun Cho,https://arxiv.org/abs/2606.23200,official_preprint,"Lists Jaehyun Cho first on NGPS; dated 2026-06-22, after cutoff.",
cai_6itkma,Jaehyun Cho,https://sites.google.com/view/cinemalab/member/professor,official_institutional_profile,"Identifies a Jaehyun Cho as Chung-Ang University Associate Professor in Energy Systems Engineering, a different research identity from the ECCV denoising record.",
cai_6itkma,Jaehyun Cho,https://doi.org/10.1109/ACCESS.2026.3652541,publisher_record,IEEE Access record identifies Jaehyun Cho with Hansung University; venue is outside the fixed scope and affiliation does not match the queue.,
cai_6itkma,Jaehyun Cho,,review_status,,identity_unresolved_prior_work_incomplete
cai_1fkh01b,Jaehyun Jang,https://jhjangjh.github.io/,official_personal_profile,Identifies Jaehyun Jang at KAIST and states the ECCV 2026 queue-title paper is his first first-author paper; lists ICML 2026 and Sensors work.,
cai_1fkh01b,Jaehyun Jang,,qa_action,,"{""action"":""downgraded_zero_review"",""reason"":""No authoritative exhaustive publication record supporting a complete zero was identified.""}"
cai_14v5ugr,JaeHyun Park,https://openaccess.thecvf.com/content/WACV2025/html/Park_Explicit_Guidance_for_Robust_Video_Frame_Interpolation_against_Discontinuous_Motions_WACV_2025_paper.html,official_proceedings,WACV 2025 main-conference full paper lists JaeHyun Park first and SNU affiliation; publication month February 2025.,
cai_14v5ugr,JaeHyun Park,https://eccv.ecva.net/Conferences/2026/AcceptedPapers,official_conference_page,ECCV 2026 accepted-paper list gives Following Motion for Sequential Modeling in Video Frame Interpolation by JaeHyun Park and Nam Ik Cho.,
cai_14v5ugr,JaeHyun Park,,qa_action,,"{""action"":""removed_evidence_row"",""title"":""Explicit Guidance for Robust Video Frame Interpolation against Discontinuous Motions"",""reason"":""Not an eligible first-listed author record in the fixed venue scope.""}"
cai_14v5ugr,JaeHyun Park,,qa_action,,"{""action"":""downgraded_zero_review"",""reason"":""No authoritative exhaustive publication record supporting a complete zero was identified.""}"
cai_ipzaj2,Jaeik Kim,https://kim-jake.github.io/,official_personal_profile,"Identifies Jaeik Kim at SNU AIDAS and lists the ECCV paper, two NeurIPS 2025 papers with Kim first, and SECOND at ICML 2025 with Kim third.",
cai_ipzaj2,Jaeik Kim,https://aidas.snu.ac.kr/people/,official_institutional_lab,Official SNU AIDAS people page lists Jaeik Kim and SNU contact/education details.,
cai_6zrg0h,Jaekyun Ko,https://www.openaccess.thecvf.com/content/ICCV2025/papers/Kim_IDF_Iterative_Dynamic_Filtering_Networks_for_Generalizable_Image_Denoising_ICCV_2025_paper.pdf,official_proceedings,ICCV 2025 proceedings identify Jaekyun Ko as second-listed and mark Ko/Dongjin Kim equal first.,
cai_6zrg0h,Jaekyun Ko,https://dongjinkim9.github.io/projects/idf/,official_project_page,"Project page identifies the IDF authors, Hanyang affiliation, ICCV 2025 venue, and equal-contribution marker.",
cai_6zrg0h,Jaekyun Ko,https://arxiv.org/abs/2607.09193,official_preprint_record,Post-cutoff YeTI record lists Jaekyun Ko first; it is not eligible as prior to the 2026-03-05 cutoff.,
cai_6zrg0h,Jaekyun Ko,,qa_action,,"{""action"":""removed_evidence_row"",""title"":""IDF: Iterative Dynamic Filtering Networks for Generalizable Image Denoising"",""reason"":""Not an eligible first-listed author record in the fixed venue scope.""}"
cai_1aaah60,Jaerin Lee,https://jaerinlee.com/,official_personal_site,"Official site identifies Jaerin Lee, SNU Computer Vision Lab affiliation, and the exact ECCV 2026 candidate paper.",
cai_1aaah60,Jaerin Lee,https://jaerinlee.com/pdfs/cv.pdf,official_cv,Official CV lists SNU education/affiliation and publications; no earlier scoped main-conference paper is listed.,
cai_9wp7oj,Jaeseok Byun,https://ece.snu.ac.kr/en,official_institutional_profile,SNU ECE page identifies Jaeseok Byun in the Taesup Moon research group.,
cai_9wp7oj,Jaeseok Byun,https://www.openaccess.thecvf.com/content/CVPR2021/html/Byun_FBI-Denoiser_Fast_Blind_Image_Denoiser_for_Poisson-Gaussian_Noise_CVPR_2021_paper.html,official_proceedings,CVPR 2021 official CVF page lists Jaeseok Byun first.,
cai_9wp7oj,Jaeseok Byun,https://openaccess.thecvf.com/content/CVPR2024/html/Byun_MAFA_Managing_False_Negatives_for_Vision-Language_Pre-training_CVPR_2024_paper.html,official_proceedings,CVPR 2024 official CVF page lists Jaeseok Byun first.,
cai_9wp7oj,Jaeseok Byun,https://openaccess.thecvf.com/content/ICCV2025/html/Byun_An_Efficient_Post-hoc_Framework_for_Reducing_Task_Discrepancy_of_Text_ICCV_2025_paper.html,official_proceedings,ICCV 2025 official CVF page lists Jaeseok Byun first.,
cai_i3rmfg,Jaewon Kim,https://mms.snu.ac.kr/?page_id=17,official_institutional_publications,SNU group page lists SplitHDR with J. Kim and S. Namkung equal-first notation and ECCV acceptance.,
cai_i3rmfg,Jaewon Kim,https://link.springer.com/book/10.1007/978-3-032-37281-9,official_proceedings,"Springer ECCV proceedings list SplitHDR authors Jaewon Kim, Sol Namkung, and Dongsuk Jeon.",
cai_1o08ey0,Jaewon Lee,https://lee-jaewon.github.io/ljw_cv_page/cv/,official_cv,"Official CV identifies Yonsei/CILAB affiliation, ECCV 2026 candidate, and publication history.",
cai_1o08ey0,Jaewon Lee,https://cilab.yonsei.ac.kr/members/,official_institutional_profile,Yonsei CILAB members page lists Jaewon Lee and Yonsei email.,
cai_1o08ey0,Jaewon Lee,https://yonsei.elsevierpure.com/en/publications/fast-global-localization-on-neural-radiance-field/,official_institutional_proceedings_record,"Yonsei record verifies ICRA 2025 authorship order (Mangyu Kong, Jaewon Lee, Seongwon Lee, Euntai Kim).",
cai_1o08ey0,Jaewon Lee,https://openaccess.thecvf.com/content/CVPR2026/html/Kong_Rethinking_Pose_Refinement_in_3D_Gaussian_Splatting_under_Pose_Prior_CVPR_2026_paper.html,official_proceedings,"CVF page lists Jaewon Lee second in a CVPR 2026 paper, which is after the cutoff.",
cai_1o08ey0,Jaewon Lee,,qa_action,,"{""action"":""removed_evidence_row"",""title"":""Fast Global Localization on Neural Radiance Field"",""reason"":""Not an eligible first-listed author record in the fixed venue scope.""}"
cai_ofpn1x,Jaeyo Shin,https://sites.google.com/view/cvml-kaist/members,official_institutional_profile,Lists Jaeyo Shin as a KAIST MS student and gives diffusion-model/3D-vision research interests.,
cai_ofpn1x,Jaeyo Shin,https://eccv.ecva.net/virtual/2026/poster/4716,official_conference_record,Official ECCV 2026 record for the candidate's paper and KAIST affiliation.,
cai_ofpn1x,Jaeyo Shin,https://aaai.org/wp-content/uploads/2024/02/AAAI-24-Thursday-Poster-Sessions.pdf,official_proceedings_program,Lists MagiCapture with Jaeyo Shin; AAAI is outside the user-defined eligible venue scope.,
cai_18buty,Jaeyoung Chung,https://robot0321.github.io/,official_personal_site,"Identity, SNU affiliation, research area, and Map2World publication match the ECCV candidate.",
cai_18buty,Jaeyoung Chung,https://cv.snu.ac.kr/index.php/students/,official_institutional_profile,SNU CVLab lists Jaeyoung Chung and his computer-vision research.,
cai_18buty,Jaeyoung Chung,https://openaccess.thecvf.com/content/CVPR2025/html/Lee_OmniSplat_Taming_Feed-Forward_3D_Gaussian_Splatting_for_Omnidirectional_Images_with_CVPR_2025_paper.html,official_proceedings,CVPR 2025 author order lists Suyoung Lee first and Jaeyoung Chung second.,
cai_18buty,Jaeyoung Chung,https://openaccess.thecvf.com/content/CVPR2024W/3DMV/html/Chung_Depth-Regularized_Optimization_for_3D_Gaussian_Splatting_in_Few-Shot_Images_CVPRW_2024_paper.html,official_workshop_proceedings,CVPR Workshops 2024 record; excluded because workshops are outside scope.,
cai_18buty,Jaeyoung Chung,,qa_action,,"{""action"":""normalized_count_confidence"",""from"":""exact"",""to"":""partial"",""reason"":""Allowed confidence vocabulary and conservative completeness rule.""}"
cai_1hmhnfq,Jeisung Lee,https://eccv.ecva.net/virtual/2026/poster/5790,official_conference_record,Official ECCV 2026 candidate paper record and Samsung affiliation.,
cai_1hmhnfq,Jeisung Lee,https://patents.google.com/patent/US12526535B2/en,official_patent_record,"Samsung Electronics patent record names inventor Jeisung Lee in image-generation work, supporting but not proving identity.",
cai_1hmhnfq,Jeisung Lee,https://patentsgazette.uspto.gov/week27/OG/html/1548-1/US12676957-20260707.html,official_patent_record,USPTO record names Jeisung Lee as Samsung image-sensor inventor.,
cai_1hmhnfq,Jeisung Lee,,qa_action,,"{""action"":""normalized_count_confidence"",""from"":""none"",""to"":""unresolved"",""reason"":""Allowed confidence vocabulary and conservative completeness rule.""}"
cai_1hmhnfq,Jeisung Lee,,review_status,,identity_unresolved_prior_work_incomplete
cai_luktrb,Jeongeun Lee,https://jeongeunnn-e.github.io/,official_personal_site,"Identity, Yonsei affiliation, ECCV paper, and publication list.",
cai_luktrb,Jeongeun Lee,https://dli.yonsei.ac.kr/team,official_institutional_profile,Yonsei DLI team page lists Jeongeun Lee.,
cai_luktrb,Jeongeun Lee,https://eccv.ecva.net/virtual/2026/poster/4339,official_conference_record,Official ECCV record for Personalized Reward Modeling for Text-to-Image Generation.,
cai_luktrb,Jeongeun Lee,,qa_action,,"{""action"":""normalized_count_confidence"",""from"":""exact"",""to"":""partial"",""reason"":""Allowed confidence vocabulary and conservative completeness rule.""}"
cai_1ggio59,Jeongha Lee,https://sites.google.com/view/mrlabkist/members,official_institutional_profile,Identifies JeongHa Lee as a KIST/UST student and gives computer-vision research interests.,
cai_1ggio59,Jeongha Lee,https://sites.google.com/view/mrlabkist/publications,official_institutional_publications,Lists the ECCV 2026 paper and the lab's prior publications.,
cai_1ggio59,Jeongha Lee,https://eccv.ecva.net/virtual/2026/poster/5399,official_conference_record,Official ECCV record for Through Van Gogh's Eyes with KIST affiliation.,
cai_1ggio59,Jeongha Lee,,qa_action,,"{""action"":""normalized_count_confidence"",""from"":""exact"",""to"":""partial"",""reason"":""Allowed confidence vocabulary and conservative completeness rule.""}"
cai_16kt7l8,Jeongwan On,https://on-jungwoan.github.io/,official_personal_site,"Identity, UNIST affiliation, research area, ECCV 2026 Multi-THuMBS, and CVPR 2025 BIGS publication list match the candidate.",
cai_16kt7l8,Jeongwan On,https://vision.unist.ac.kr/member.html,official_institutional_profile,UNIST Vision and Learning Lab lists Jeongwan On as a PhD-MS student working in computer vision/3D hand pose estimation.,
cai_16kt7l8,Jeongwan On,https://openaccess.thecvf.com/content/CVPR2025/html/On_BIGS_Bimanual_Category-agnostic_Interaction_Reconstruction_from_Monocular_Videos_via_3D_CVPR_2025_paper.html,official_proceedings,CVF proceedings identify Jeongwan On as first author of BIGS at CVPR 2025 and give UNIST affiliation.,
cai_1vseeub,Jiah Kim,https://pknu-vlab.github.io/peca/,official_project_page,"Official Pukyong National University lab page matches the ECCV 2026 title, names Jiah Kim co-first, and states the Pukyong affiliation.",
cai_1vseeub,Jiah Kim,https://github.com/shinhoju/PECA,official_code_repository,Authors/readme match Jiah Kim and the ECCV 2026 PECA title; repository identifies it as the official implementation.,
cai_1vseeub,Jiah Kim,https://arxiv.org/abs/2606.25962,official_preprint_record,Preprint metadata matches the candidate title and author list; publication is after the cutoff and not counted.,
cai_9tizu5,jiha jang,https://jeeit17.github.io/,official_personal_site,"Identity, SNU affiliation, research profile, and publication history identify Ji Ha Jang.",
cai_9tizu5,jiha jang,https://openaccess.thecvf.com/content/ICCV2025/html/Kim_Robust_3D-Masked_Part-level_Editing_in_3D_Gaussian_Splatting_with_Regularized_ICCV_2025_paper.html,official_proceedings,Official ICCV 2025 record lists Hayeon Kim first and Ji Ha Jang second with equal contribution; this is eligible coauthorship but not first-listed authorship.,
cai_9tizu5,jiha jang,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/08064.pdf,official_proceedings,ECCV 2024 workshop paper lists Ji Ha Jang co-first; workshop work is excluded by the audit scope.,
cai_9tizu5,jiha jang,,qa_action,,"{""action"":""removed_evidence_row"",""title"":""Robust 3D-Masked Part-level Editing in 3D Gaussian Splatting with Regularized Score Distillation Sampling"",""reason"":""Not an eligible first-listed author record in the fixed venue scope.""}"
cai_1lf0emb,Jiho Choi,https://github.com/jihochoi,official_personal_profile,"Identity, KAIST AI affiliation, CVML role, research area, and publication list match Jiho Choi.",
cai_1lf0emb,Jiho Choi,https://sites.google.com/view/cvml-kaist/members,official_institutional_profile,KAIST CVML members page lists Jiho Choi as a PhD student and gives research area.,
cai_1lf0emb,Jiho Choi,https://openaccess.thecvf.com/content/CVPR2025/html/Choi_Fine-Grained_Image-Text_Correspondence_with_Cost_Aggregation_for_Open-Vocabulary_Part_Segmentation_CVPR_2025_paper.html,official_proceedings,CVF proceedings list Jiho Choi first for the CVPR 2025 PartCATSeg paper.,
cai_1lf0emb,Jiho Choi,https://proceedings.neurips.cc/paper_files/paper/2024/file/f7f47a73d631c0410cbc2748a8015241-Paper-Conference.pdf,official_proceedings,NeurIPS 2024 proceedings list Jiho Choi first with equal-contribution notation for PartCLIPSeg.,
cai_1nt9dwz,JIHO JANG,https://arxiv.org/abs/2512.10237,official_preprint_record,Official record matches the ECCV queue title and names Jiho Jang; author affiliations identify Seoul National University.,
cai_1nt9dwz,JIHO JANG,https://gsai.snu.ac.kr/wp-content/uploads/sites/89/2024/02/전공_소개_브로슈어_2024.pdf,official_institutional_publication,"SNU AI program publication document lists Jiho Jang on prior AAAI 2023 and ACL 2023 works, supporting the SNU identity.",
cai_1nt9dwz,JIHO JANG,https://kr.linkedin.com/in/jiho-jang-58580b183,professional_profile,Profile identifies Jiho Jang with Seoul National University; supporting identity context only.,
cai_1dfrfb7,Jihyun Lee,https://sites.google.com/site/vclabskku/people,official_institutional_lab_profile,Lists Jihyun Lee as a Sungkyunkwan University Visual Computing Lab master student.,
cai_1dfrfb7,Jihyun Lee,https://ojs.aaai.org/index.php/AAAI/article/download/32448/34603,official_proceedings,Prediction-Feedback DETR author list includes Jihyun Lee and identifies Sungkyunkwan University.,
cai_1dfrfb7,Jihyun Lee,https://openaccess.thecvf.com/content/ICCV2023/html/Kim_Self-Feedback_DETR_for_Temporal_Action_Detection_ICCV_2023_paper.html,official_proceedings,Related ICCV 2023 paper identifies the same lab collaboration; Jihyun Lee is not an author there.,
cai_1672kz7,Jin Hong,https://sites.google.com/view/cau-cvml/cvmlcau/jinhong?authuser=0,official_personal_profile,"Identity, Chung-Ang University lab affiliation, ECCV 2026 paper, and dated publication list.",
cai_1672kz7,Jin Hong,https://www.sciencedirect.com/science/article/abs/pii/S0957417422013963,publisher_record,"Official publisher record for the 2022 ESWA paper, which is outside the fixed venue scope.",
