candidate_identity_key,eccv_first_author_name,eccv_first_author_affiliation_raw,primary_affiliation_category,eccv_selected_paper_count,eccv_virtual_poster_ids,eccv_titles,identity_resolution_status,identity_profile_url,preferred_identity_evidence_source,prior_work_cutoff,verified_prior_work_row_count,review_status,notes
cai_135jdof,Geunhyuk Youk,KAIST,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,2,5366; 5371,AVSR-Diff: Scale-Agnostic Diffusion Priors for Temporally Consistent Arbitrary-Scale Video Super-Resolution || FMA-Net++: Motion- and Exposure-Aware Joint Video Super-Resolution and Deblurring,resolved,https://kaist-viclab.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_incomplete,At least one earlier eligible first-listed paper is verified. Exhaustive count still pending.
cai_5e0m3b,Geuntaek Lim,Sejong University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5179,Video-Oasis: Rethinking Evaluation of Video Understanding,resolved,https://limgeuntaekk.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,"The official personal publication list was reviewed through the cutoff. No work in the defined CVPR/ICCV/ECCV/NeurIPS/ICLR/ICML/SIGGRAPH/SIGGRAPH Asia/IROS/ICRA/RA-L scope was found before the ECCV 2026 paper; AAAI, ACM MM, and IEEE Access entries are outside scope."
cai_1s5qwf4,gilha lee,SEOUL NATIONAL UNIVERSITY OF SCIENCE AND TECHNOLOGY,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5149,S3-Prune: Stability-Aware Token Budgeting for Long-Form Video-Language Models,resolved,https://kr.linkedin.com/in/gilha-lee-094b87430,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"No qualifying prior top-tier first-author paper was found in the available profile and lab publication material, but no official CV or exhaustive proceedings audit was located. Do not interpret this as an exact zero."
cai_1gstyyj,Gwanhyeong Koo,KAIST,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4474,InSpace: Structure-Aware 3D Indoor Scene Generation from a Single 360° Image,resolved,https://kookie12.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,2,identity_resolved_prior_work_complete,"The official conference-publication list was reviewed through the cutoff; it contains two prior first-listed eligible papers (FlowDrag and FlexiEdit), plus additional qualifying non-first-author papers. The later CVPR 2026/ICML 2026/ECCV 2026 entries were excluded by the cutoff."
cai_xslldp,Habin Lim,Korea University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5170,OSVE: One Step Video Editing with One Step Diffusion Models,resolved,https://vgi.korea.ac.kr/html/members.html,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_incomplete,At least one eligible prior first-listed main-conference paper was verified; exact all-venue count is not asserted. The ECCV 2026 OSVE paper is after the cutoff and is not counted.
cai_ms06pb,HAKSU LIM,Korea Advanced Institute of Science & Technology,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5816,Unified Backbone Refinement for Diffusion Models via Internal-Latent Analysis,unresolved,,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_unresolved_prior_work_incomplete,No eligible prior work was entered without person-level identity resolution. The ECCV 2026 paper is after the cutoff and is not counted.
cai_7t4rru,Hana Kim,LG Electronics,KOREAN_COMPANY,1,4201,CoIn: Comprehensive 2D-3D Inpainting with Gaussian Splatting Guidance,unresolved,,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_unresolved_prior_work_incomplete,No eligible prior work was entered without identity resolution. The ECCV 2026 CoIn paper is after the cutoff and is not counted.
cai_fc52e2,Hangyeol Lee,KAIST,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5702,Rethinking Token Reduction for Diffusion Models via Output-Similarity-Awareness,unresolved,,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_unresolved_prior_work_incomplete,The apparent EXION 2025 coauthorship is not counted because identity cannot be linked to the KAIST candidate and Hangyeol Lee is not first listed there. The ECCV 2026 paper is after the cutoff.
cai_1lalvrp,Hee-Jun Jung,Gwangju Institute of Science and Technology (GIST),KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4377,Disentangling Rotation and Translation from SE(3)-Equivariant Features for Shape Assembly,resolved,https://maroo-sky.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,The official publication list was reviewed through the cutoff: no prior eligible first-listed paper was found. ICLR 2026 is listed with Jung second and is not first-listed; AISTATS/TMLR/Expert Systems for Applications are outside the defined venue scope. ECCV 2026 is after the cutoff.
cai_1hroo1u,HEEJU HAN,Pusan National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4378,Towards Sparsely Annotated Open World Object Detection,resolved,https://pnu-viplab.github.io/publication/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"The located official publication list shows the ECCV 2026 target and no earlier in-scope first-author item; the list is not a complete dated CV, so an exact zero is not asserted."
cai_1a9381q,Heejun Park,Korea Advanced Institute of Science & Technology,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4159,"RAF: Reliability-Aware Fusion of Camera, LiDAR, and 4D RADAR for Robust 3D Object Detection in Adverse Weather",resolved,https://vi.kaist.ac.kr/pages/people/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"Doppler-Aware LiDAR-RADAR Fusion is an ICCV 2025 paper with Heejun Park second-listed, so it is excluded by the first-author rule. No pre-cutoff eligible first-listed work was found, but exhaustive review was not possible."
cai_160v8n0,Hoiyeong Jin,KAIST,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4205,InsertAnywhere: Geometrically Grounded and Optics-Aware Video Object Insertion,resolved,https://davian.kaist.ac.kr/people,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"PromptDresser is an ICCV 2025 paper but Hoiyeong Jin is second-listed; InsertAnywhere is the ECCV 2026 target and after the cutoff. No earlier eligible first-listed work was found on the official lab pages, but the review is not exhaustive."
cai_e8zy4y,Hojun Choi,KAIST AI,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,2,3265; 3266,Open-Vocabulary BEV Segmentation with 3D-Aware Geometric Constraints || CoT-PL: Chain-of-Thought Pseudo-Labeling for Open-Vocabulary Object Detection,resolved,https://hchoi256.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,Before the cutoff the listed main-venue papers place Hojun Choi after the first author. The only pre-cutoff first-listed item is a CVPR workshop paper and is excluded by the fixed venue scope.
cai_1y9fxpr,Hojun Song,Kyungpook National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5646,G2P: Gaussian-to-Point Attribute Alignment for Boundary-Aware 3D Segmentation,resolved,https://sites.google.com/view/knuvi/member,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"The 2025 IEIE Smart Processing & Computing article Generated Image Classification Model for Deep Learning-based Inpainting Model lists Hojun Song third and is outside the fixed venue scope. No eligible prior first-listed work was found on the official pages, but exhaustive review is incomplete."
cai_1ojjouf,Hongjae Lee,Korea University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,2,3148; 3151,LogicIR: Logic Gate Networks for Image Restoration || TaskTok: Delving into Task Tokens for Task-driven Image Restoration,resolved,https://sites.google.com/view/hongjae/home,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_incomplete,One verified eligible first-listed prior (ICCV 2025) establishes a positive prior count. An exhaustive exact count was not asserted because no complete CV was located.
cai_4zux6g,Hoonhee Cho,Korea Advanced Institute of Science and Technology,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3793,VIPS: Vehicle-Infrastructure Cooperative Planning Benchmark via Pseudo-Simulation,resolved,https://chohoonhee.github.io/hoonheecho/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,12,identity_resolved_prior_work_complete,The official publication list was reviewed through the cutoff. Twelve pre-cutoff eligible first-listed works were verified; equal-contribution marks are preserved in the authorship basis.
cai_evpjgt,HoTaek Oh,Kangwon National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3682,DA-F2F: Domain-Adaptive Object Detection with Feature-to-Feature Modulation and Alignment,resolved,https://sites.google.com/view/cvlabknu,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"The official KNU lab page reports only the ECCV 2026 paper and future CVPR 2026 news; no pre-cutoff eligible prior work was verified, but an exact zero is not asserted."
cai_txmnjf,Hoyeon Shin,Seoul National University of Science and Technology,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4715,Unbalanced Optimal Transport for Efficient Visual Document Retrieval,resolved,https://sites.google.com/view/cvlab-seoultech,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,The lab publication page exposes the ECCV 2026 target and later work but no complete historical CV; no pre-cutoff eligible first-listed work was verified.
cai_1n7ps74,hun im,Seoul National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4729,DeCoFlow: Structural Decomposition of Normalizing Flows for Continual Anomaly Detection,resolved,https://dsba.snu.ac.kr/wp-content/uploads/2025/07/hunim-CV_korea.pdf?x92784=,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,The official CV was reviewed in full. No eligible prior first-listed work in the fixed venue set was found; DeCoFlow's 2026 publication is after the cutoff and is not counted.
cai_181h3s9,Hyekang Park,Yonsei university,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4309,Learning Probabilistic Prompt for Continual Learning,resolved,https://cvlab.yonsei.ac.kr/publications/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_complete,One eligible prior first-listed work is verified; the 2026 ECCV target is after the cutoff and excluded. The lab's official publication list was checked for earlier in-scope first-author entries.
cai_1nb05bx,Hyeongju Mun,Pusan National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5110,LivingWorld: Interactive 4D World Generation with Environmental Dynamics,resolved,https://www.pnu-cvsp.com/members/hyeong-ju,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,Official personal/institutional profile publication list was reviewed. MoE-GS is ICLR 2026 but Mun is not first-listed; LivingWorld is the current ECCV 2026 work and is after the audit boundary as the target record.
cai_1vo1wyg,Hyeongsik Kim,Hanyang Universty,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3676,ARC-Loc: Leveraging Azimuthal Ray Convergence as a Geometric Cue for Direct Cross-View Localization,resolved,https://github.com/syt06007,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,The official/personal publication list was reviewed for first-listed works; the listed ETRI Journal article is outside the defined venue scope. ARC-Loc is the target ECCV 2026 record.
cai_mn3icz,Hyeonseop Song,LG Electronins,KOREAN_COMPANY,1,4146,TMI: Text-to-Image Meets Image-to-Image for Complementary Data Synthesis to Boost Long-Tailed Instance Segmentation,resolved,https://seokhunchoi.github.io/Blending-NeRF/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_incomplete,"At least one verified eligible prior first-listed work establishes that the candidate was not first-time eligible. A public CV or complete publication list for Hyeonseop Song was not located, so exact count is not asserted. PoseSyn (ICCV 2025) lists ChangHee Yang first, with Song equal-contribution second, and is not counted as first-listed for Song."
cai_14z01lt,Hyesong Choi,Ewha W. University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,2,5759; 5764,Isotropic Embedding Perturbations for Robust Vision Language Encoders || ECC: Encoder-Centric Corruption for Fine-Grained Vision in VLMs,resolved,https://openaccess.thecvf.com/content/ICCV2023/html/Choi_Environment_Agnostic_Representation_for_Visual_Reinforcement_Learning_ICCV_2023_paper.html,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_incomplete,At least one earlier eligible first-listed paper is verified. Exhaustive count still pending.
cai_kzekq6,Hyun-Ho Kim,Chungnam National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5524,Video Can Teach PAN-Sharpening: PSF-Aware Cross-Domain Supervision,resolved,https://ee.kaist.ac.kr/en/notices/%EA%B9%80%ED%98%84%ED%98%B8-%EB%B0%95%EC%82%AC%EC%A7%80%EA%B5%90%EC%88%98-%EA%B9%80%EB%AC%B8%EC%B2%A0-%EC%B6%A9%EB%82%A8%EB%8C%80%ED%95%99%EA%B5%90-%EC%A0%84%EC%9E%90%EA%B3%B5%ED%95%99/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"Reviewed official KAIST Pure records and institutional announcement. The identified prior publications are journals outside the defined scope (TGRS, GRSL, etc.); no eligible CVPR/ICCV/ECCV/NeurIPS/ICLR/ICML/SIGGRAPH/IROS/ICRA/RA-L first-listed work was verified, but the available institutional list is not certified exhaustive."
cai_1s2wfz1,Hyun-Kurl Jang,KAIST,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3773,"Distill Once, Adapt Life-Long: Exploring Dataset Distillation for Continual Test-Time Adaptation",resolved,https://blue-531.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_complete,Official personal publication list was reviewed. TALoS is an eligible NeurIPS 2024 main-conference paper and is first-listed (with equal-contribution marker). GMT is ECCV 2024 but Jang is not first-listed; CVPR 2023 Event-Based Video Frame Interpolation also has another first author.
cai_1nkch44,Hyunho Lee,Seoul National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4509,Zero-Shot Quantization for Object Detectors using Off-the-Shelf Generative Models,resolved,https://mipal.snu.ac.kr/members/integrated-m-s-ph-d-students,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,No verified eligible top-tier first-listed prior work was found in the sources checked. Deep Support Vectors (NeurIPS 2024) lists Junhoo Lee first and Hyunho Lee second; the ICCV 2025 item found is explicitly an ICCV workshop paper and is excluded. Exact zero count is not asserted because review was not exhaustive.
cai_1fhyq5f,Hyunmin Cho,Korea University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5714,Recurrent Sinusoidal INRs for Efficient High-Fidelity Representation,resolved,https://hyeon-cho.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,The official CVPR/ICCV sources checked show Hyunmin Cho as a non-first author on CVPR 2025 Towards Lossless Implicit Neural Representation via Bit Plane Decomposition and ICCV 2025 Reference-based Super-Resolution; neither is a prior first-listed work. Exact zero count is not asserted.
cai_16lmauc,Hyunsoo Lee,Seoul National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4695,Accelerated Likelihood Maximization for Diffusion-based Versatile Content Generation,resolved,https://hleephilip.github.io/full-profile/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_incomplete,One verified eligible prior first-listed work is sufficient to establish that this candidate is not a first-time top-tier first author. Exact count remains unasserted because the review was not exhaustive; the ECCV 2026 paper itself is after the cutoff and excluded.
cai_h88dox,Hyunsuh Koh,Soongsil University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5439,CulinaryCut: A Physics-aware Vision-Language-Action Benchmark for Food Cutting via Material Point Method,resolved,https://reality.ssu.ac.kr/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"The official Reality Lab sources checked show Hyunsuh Koh on non-eligible workshop/BMVC work, with no verified eligible top-tier first-listed paper found. Exact zero count is not asserted."
cai_lz5fec,Hyunwoo Kim,Yonsei University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4758,DIVA: Instruction-Aware Vision Token Pruning via Dual-Probe Attention Discrepancy,resolved,https://sites.google.com/view/mlcf/Researcher/department-of-artificial-intelligence,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,No verified eligible top-tier first-listed prior work was found in the official Yonsei sources checked. The listed 2025 Journal of Korea Multimedia Society article is outside the defined venue scope. Exact zero count is not asserted.
cai_mwqjea,Hyunwoo Park,StradVision,KOREAN_COMPANY,1,5440,Domain Adaptation with Adaptive Imagination for Visual Reinforcement Learning under Limited Target Data,resolved,https://github.com/Hyunwoo-Park-Yonsei,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,No eligible prior first-listed work was verified. The profile's listed 2024 TITS article is outside the defined venue scope; the 2024 trajectory-planning item is an arXiv record without an in-scope publication. Exhaustive venue review remains pending.
cai_xlzkem,InGyu Jeong,Seoul National University of Science and Technology,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5695,EGGS: Explicitly Granular 3D Gaussian Splatting via Luma-Aware and Volume-Preserving Attribute Factorization,resolved,https://immedia.seoultech.ac.kr/members,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"The official lab publication list shows a 2025 ICEIC paper, which is outside the defined venue scope. No eligible prior first-listed work was verified; exhaustive venue review remains pending."
cai_5bb72u,inha Lee,Ulsan National Institute of Science and Technology (UNIST),KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4932,UniSim-SLAM: Feed-Forward SLAM with Unified Sim(3) Optimization,resolved,https://unist.info/?page_id=2181,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"AiSDF (RA-L 2024) was checked but Inha Lee is second-listed (equal contribution, alphabetical order), so it is not a first-listed prior work under this audit. No eligible prior first-listed work was verified; exhaustive venue review remains pending."
cai_1vkkwap,Injae Kim,KAIST,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5023,F⁴Splat: Feed-Forward Predictive Densification for Feed-Forward 3D Gaussian Splatting,resolved,https://mlv.kaist.ac.kr/people,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_incomplete,"One eligible prior first-listed work was verified (UP-NeRF, NeurIPS 2023), establishing that the candidate is not a first-time in-scope author. Exact prior count is not asserted because exhaustive review remains pending."
cai_19a1klw,Inpyo Song,SungKyunKwan University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5841,Bounding-Box Trajectories Matter for Video Anomaly Detection,resolved,https://songinpyo.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_incomplete,"One eligible prior first-listed work was verified (SFTrack, IROS 2024), establishing a positive lower bound. Exact prior count is not asserted because exhaustive review remains pending; WACV 2025 and workshop papers are outside this audit's venue scope."
cai_jdrqn8,Inwoo Hwang,Seoul National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3276,MoScale: Autoregressive Next-Scale Prediction for Human Motion Generation and Editing,resolved,https://inwoohwang.me/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_incomplete,"One eligible first-listed ICCV 2025 paper is verified. The profile also mentions other 2025 works and a CVPR 2025 acceptance, but those are not all first-listed and an exhaustive venue-by-venue count was not completed."
cai_3yt2qp,Jae Won Jang,SEOUL NATIONAL UNIVERSITY,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4866,4DGS360: 360° Gaussian Reconstruction of Dynamic Objects from a Single Video,resolved,https://jaewon040.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,Official profile lists no eligible pre-cutoff top-tier main-conference or RA-L first-author paper; listed IJCAI 2026 is after cutoff and a NAACL workshop is excluded. Exact zero was not certified exhaustively.
cai_ue4bx1,Jaechang Kim,POSTECH,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4728,Visual Prompt Discovery via Semantic Exploration,resolved,https://jaechang.dev/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"A verified NeurIPS 2021 paper has Kim second-listed, so it does not count as first-author evidence. The official profile lists earlier ICASSP papers (outside the fixed venue scope) and 2025 ACL/NAACL/TMLR works; exhaustive top-tier first-author review was not completed. QA removed non-qualifying evidence rows; count reflects first-listed eligible works only."
cai_1i8av7e,Jaeho Lee,Korea University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,2,3800; 3801,Online Versatile Incremental Learning: Towards Class and Domain-Agnostic Adaptation at Any Time || DARE to Mitigate Hallucination: Dual-path Auto-Regressive-aware Editing,resolved,https://vgi.korea.ac.kr/html/members.html,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"Verified ECCV 2024 paper is eligible but Lee is second-listed (equal contribution noted), so it is not first-author evidence. The second candidate title is later ECCV 2026 work; no exhaustive zero-count review was completed. QA removed non-qualifying evidence rows; count reflects first-listed eligible works only."
cai_7p3vxv,Jaehun Jung,Konkuk University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5117,EgoGVAE: Ego-body Mesh Reconstruction via Guided Variational Autoencoder,resolved,https://sites.google.com/view/dcvl/team/members,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,The official Konkuk lab page provides identity linkage but no prior eligible publication list. EgoGVAE is dated after the cutoff (2026-07-30 preprint) and is not eligible; exact zero was not certified.
cai_yzlijd,Jaehun Park,Sungkyunkwan University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4345,ProtoMappingNet: Interpretable Hierarchical Prototypes through Relational Prototype Mappings,resolved,https://swb.skku.edu/appliedailab/international_pub.do,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"CSTA (CVPR 2024) is eligible by venue/date but Jaewon Son is first-listed and Jaehun Park is second. The other located first-authored paper is Image Perturbation-Based Deep Learning for Face Recognition Utilizing Discrete Cosine Transform (Electronics, 2021), outside the fixed venue scope. No exhaustive personal CV was located, so exact zero is not claimed."
cai_6itkma,Jaehyun Cho,Chung-Ang University Seoul,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4200,NGPS: Structure-Preserving Self-Supervised Denoising via Neighbor-Guided Patch Sampling,unresolved,,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_unresolved_prior_work_incomplete,"NGPS is dated June 2026, after the cutoff and is not an eligible prior. The same-name IEEE Access 2026 article is outside the fixed venue scope and cannot resolve the identity."
cai_1fkh01b,Jaehyun Jang,KAIST,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5853,Token-level Response-visual Attention Guidance for Multimodal LLMs Knowledge Distillation,resolved,https://jhjangjh.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,The official publication list and explicit first-first-author statement support an exact zero of prior eligible first-listed papers through the 2026-03-05 cutoff. ICML 2026 and Sensors items are after cutoff or outside scope.
cai_14v5ugr,JaeHyun Park,Seoul National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4342,Following Motion for Sequential Modeling in Video Frame Interpolation,resolved,https://openaccess.thecvf.com/content/WACV2025/html/Park_Explicit_Guidance_for_Robust_Video_Frame_Interpolation_against_Discontinuous_Motions_WACV_2025_paper.html,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,One verified eligible prior first-listed work is sufficient to classify this candidate as not first-time under the audit rule. QA removed non-qualifying evidence rows; count reflects first-listed eligible works only.
cai_ipzaj2,Jaeik Kim,Seoul National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4372,SUM: Unified Geometric Surgery on Spatio-Temporal Adaptation Vectors for Federated Class Incremental Learning,resolved,https://kim-jake.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,2,identity_resolved_prior_work_complete,Two eligible prior first-listed NeurIPS 2025 main-conference papers were verified before the cutoff; SECOND (ICML 2025) includes Kim but he is third-listed and is excluded from the first-author count.
cai_6zrg0h,Jaekyun Ko,Samsung Electronics,KOREAN_COMPANY,1,5744,YeTI: You Only Need Two Noisy Images for Real-World sRGB Noise Generation,resolved,https://dongjinkim9.github.io/projects/idf/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"IDF is an eligible ICCV 2025 paper but Ko is joint first (equal contribution) and second in listed order, so it does not count as first-listed under the audit rule. No prior first-listed eligible paper was verified; exact zero is not asserted. QA removed non-qualifying evidence rows; count reflects first-listed eligible works only."
cai_1aaah60,Jaerin Lee,Seoul National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5518,Vector Scaffolding: Inter-Scale Orchestration for Differentiable Image Vectorization,resolved,https://jaerinlee.com/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,Only the post-cutoff ECCV 2026 paper and an arXiv preprint were found on the official CV/site; neither is a prior eligible work under the cutoff. Exact zero is not asserted.
