candidate_identity_key,eccv_first_author_name,eccv_first_author_affiliation_raw,openalex_rank,openalex_author_id,openalex_display_name,openalex_orcid,openalex_last_known_institutions,openalex_works_count,openalex_cited_by_count,candidate_match_score,matching_signals,openalex_api_query_url,lead_status,notes
cai_pm0chr,GeonU Kim,Korea Advanced Institute of Science and Technology (KAIST),,,,,,,,,,,fetch_failed,OpenAlex 429
cai_135jdof,Geunhyuk Youk,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_5e0m3b,Geuntaek Lim,Sejong University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1s5qwf4,gilha lee,SEOUL NATIONAL UNIVERSITY OF SCIENCE AND TECHNOLOGY,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1gstyyj,Gwanhyeong Koo,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_xslldp,Habin Lim,Korea University,1,https://openalex.org/A5088846030,Habin Lim,,Soonchunhyang University,1,3,60,exact_normalized_name,https://api.openalex.org/authors?search=Habin+Lim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_xslldp,Habin Lim,Korea University,2,https://openalex.org/A5139697406,Habin Lim,,,4,0,60,exact_normalized_name,https://api.openalex.org/authors?search=Habin+Lim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_xslldp,Habin Lim,Korea University,3,https://openalex.org/A5134686665,Habin Lim,https://orcid.org/0009-0001-5543-424X,,1,0,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Habin+Lim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_ms06pb,HAKSU LIM,Korea Advanced Institute of Science & Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_7t4rru,Hana Kim,LG Electronics,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_fc52e2,Hangyeol Lee,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1lalvrp,Hee-Jun Jung,Gwangju Institute of Science and Technology (GIST),,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1hroo1u,HEEJU HAN,Pusan National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1a9381q,Heejun Park,Korea Advanced Institute of Science & Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_160v8n0,Hoiyeong Jin,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_e8zy4y,Hojun Choi,KAIST AI,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1y9fxpr,Hojun Song,Kyungpook National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1ojjouf,Hongjae Lee,Korea University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_4zux6g,Hoonhee Cho,Korea Advanced Institute of Science and Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_evpjgt,HoTaek Oh,Kangwon National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_txmnjf,Hoyeon Shin,Seoul National University of Science and Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1n7ps74,hun im,Seoul National University,1,https://openalex.org/A5018807391,Chang‐Hwan Im,https://orcid.org/0000-0003-3795-3318,Hanyang University,374,7872,5,orcid_available,https://api.openalex.org/authors?search=hun+im&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1n7ps74,hun im,Seoul National University,2,https://openalex.org/A5031771517,Chiyoung Park,https://orcid.org/0000-0002-6435-7004,Daegu Gyeongbuk Institute of Science and Technology,118,5185,5,orcid_available,https://api.openalex.org/authors?search=hun+im&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1n7ps74,hun im,Seoul National University,3,https://openalex.org/A5102552819,Seonghun Im,,Center for Agricultural Resources Research,37,377,0,,https://api.openalex.org/authors?search=hun+im&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1n7ps74,hun im,Seoul National University,4,https://openalex.org/A5053342508,Hun Suk Im,https://orcid.org/0000-0003-2793-6231,Chonnam National University; Kwangwoon University; Chonnam National University Hospital; Korea Institute of Geoscience and Mineral Resources,29,400,5,orcid_available,https://api.openalex.org/authors?search=hun+im&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1n7ps74,hun im,Seoul National University,5,https://openalex.org/A5062176928,Chil‐Hoon Doh,https://orcid.org/0000-0002-2181-5060,Korea Electrotechnology Research Institute,151,2715,5,orcid_available,https://api.openalex.org/authors?search=hun+im&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_181h3s9,Hyekang Park,Yonsei university,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1nb05bx,Hyeongju Mun,Pusan National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1vo1wyg,Hyeongsik Kim,Hanyang Universty,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_mn3icz,Hyeonseop Song,LG Electronins,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_14z01lt,Hyesong Choi,Ewha W. University,1,https://openalex.org/A5005645338,Hyesong Choi,,Ewha Womans University; Ewha Womans University Medical Center,17,138,95,exact_normalized_name; canonical_affiliation_match,https://api.openalex.org/authors?search=Hyesong+Choi&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_14z01lt,Hyesong Choi,Ewha W. University,2,https://openalex.org/A5004848551,Hyesong Choi,https://orcid.org/0000-0003-4440-0164,Soongsil University,17,20,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Hyesong+Choi&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_14z01lt,Hyesong Choi,Ewha W. University,3,https://openalex.org/A5139900012,Hyesong Choi,,Soongsil University,1,0,60,exact_normalized_name,https://api.openalex.org/authors?search=Hyesong+Choi&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_14z01lt,Hyesong Choi,Ewha W. University,4,https://openalex.org/A5151187877,Hyesong Choi,,,1,0,60,exact_normalized_name,https://api.openalex.org/authors?search=Hyesong+Choi&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_14z01lt,Hyesong Choi,Ewha W. University,5,https://openalex.org/A5136793718,Hyesong Choi,,,1,0,60,exact_normalized_name,https://api.openalex.org/authors?search=Hyesong+Choi&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_kzekq6,Hyun-Ho Kim,Chungnam National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1s2wfz1,Hyun-Kurl Jang,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1nkch44,Hyunho Lee,Seoul National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1fhyq5f,Hyunmin Cho,Korea University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_16lmauc,Hyunsoo Lee,Seoul National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_h88dox,Hyunsuh Koh,Soongsil University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_lz5fec,Hyunwoo Kim,Yonsei University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_mwqjea,Hyunwoo Park,StradVision,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_xlzkem,InGyu Jeong,Seoul National University of Science and Technology,1,https://openalex.org/A5112671643,Ingyu Jeong,,,3,10,60,exact_normalized_name,https://api.openalex.org/authors?search=InGyu+Jeong&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_xlzkem,InGyu Jeong,Seoul National University of Science and Technology,2,https://openalex.org/A5034139829,In-Gyu Jeong,,Seoul National University of Science and Technology; Convergence,4,7,35,canonical_affiliation_match,https://api.openalex.org/authors?search=InGyu+Jeong&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_xlzkem,InGyu Jeong,Seoul National University of Science and Technology,3,https://openalex.org/A5043591294,In Gyu Park,,Hallym University,6,18,0,,https://api.openalex.org/authors?search=InGyu+Jeong&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_xlzkem,InGyu Jeong,Seoul National University of Science and Technology,4,https://openalex.org/A5150881992,InGyu Jeong,https://orcid.org/0009-0004-2808-7504,Seoul National University of Science and Technology,1,0,100,exact_normalized_name; canonical_affiliation_match; orcid_available,https://api.openalex.org/authors?search=InGyu+Jeong&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_xlzkem,InGyu Jeong,Seoul National University of Science and Technology,5,https://openalex.org/A5063005943,Ingyu Jeong,,Myongji Hospital,2,0,60,exact_normalized_name,https://api.openalex.org/authors?search=InGyu+Jeong&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_5bb72u,inha Lee,Ulsan National Institute of Science and Technology (UNIST),,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1vkkwap,Injae Kim,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_19a1klw,Inpyo Song,SungKyunKwan University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_jdrqn8,Inwoo Hwang,Seoul National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_3yt2qp,Jae Won Jang,SEOUL NATIONAL UNIVERSITY,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_ue4bx1,Jaechang Kim,POSTECH,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1i8av7e,Jaeho Lee,Korea University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_7p3vxv,Jaehun Jung,Konkuk University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_yzlijd,Jaehun Park,Sungkyunkwan University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_6itkma,Jaehyun Cho,Chung-Ang University Seoul,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1fkh01b,Jaehyun Jang,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_14v5ugr,JaeHyun Park,Seoul National University,1,https://openalex.org/A5100628522,Jae‐Hyun Park,https://orcid.org/0000-0001-5860-7487,Sungkyunkwan University; Vanderbilt University Medical Center,194,14989,5,orcid_available,https://api.openalex.org/authors?search=JaeHyun+Park&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_14v5ugr,JaeHyun Park,Seoul National University,2,https://openalex.org/A5100618956,Jaehyun Park,https://orcid.org/0000-0002-5264-6941,Yonsei University; Konkuk University; Kyungpook National University; Hanyang University,341,4378,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=JaeHyun+Park&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_14v5ugr,JaeHyun Park,Seoul National University,3,https://openalex.org/A5100618957,Jaehyun Park,https://orcid.org/0000-0002-9007-4892,Pohang University of Science and Technology; Diamond Light Source; Pohang Accelerator Laboratory,83,2926,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=JaeHyun+Park&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_14v5ugr,JaeHyun Park,Seoul National University,4,https://openalex.org/A5100628531,Jae‐Hyun Park,https://orcid.org/0000-0002-9858-2592,St. Jude Medical Center; Stanford Medicine; Stanford University,453,6586,5,orcid_available,https://api.openalex.org/authors?search=JaeHyun+Park&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_14v5ugr,JaeHyun Park,Seoul National University,5,https://openalex.org/A5100618958,Jaehyun Park,https://orcid.org/0000-0003-0409-916X,Pohang Iron and Steel (South Korea); Institute for Basic Science; Hanyang University; Ulsan National Institute of Science and Technology; Sungkyunkwan University,119,2561,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=JaeHyun+Park&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_ipzaj2,Jaeik Kim,Seoul National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_6zrg0h,Jaekyun Ko,Samsung Electronics,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1aaah60,Jaerin Lee,Seoul National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_9wp7oj,Jaeseok Byun,Seoul National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_i3rmfg,Jaewon Kim,Seoul National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1o08ey0,Jaewon Lee,Yonsei University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_ofpn1x,Jaeyo Shin,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_18buty,Jaeyoung Chung,Seoul National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1hmhnfq,Jeisung Lee,Samsung,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_luktrb,Jeongeun Lee,Yonsei university,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1ggio59,Jeongha Lee,Korea Institute of Science and Technology (KIST),1,https://openalex.org/A5014551634,Jeong-Ha Lee,https://orcid.org/0000-0003-0202-7664,Louisiana State University,87,622,5,orcid_available,https://api.openalex.org/authors?search=Jeongha+Lee&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1ggio59,Jeongha Lee,Korea Institute of Science and Technology (KIST),2,https://openalex.org/A5036604946,Jeongha Lee,https://orcid.org/0009-0008-7456-4796,Ewha Womans University; Dongwha Pharm (South Korea),10,37,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Jeongha+Lee&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1ggio59,Jeongha Lee,Korea Institute of Science and Technology (KIST),3,https://openalex.org/A5090155375,Jeongha Lee,https://orcid.org/0000-0003-4141-3015,Seoul National University; New Generation University College,10,27,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Jeongha+Lee&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1ggio59,Jeongha Lee,Korea Institute of Science and Technology (KIST),4,https://openalex.org/A5102828930,Jeongha Lee,https://orcid.org/0009-0002-4433-9498,Dankook University,2,5,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Jeongha+Lee&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1ggio59,Jeongha Lee,Korea Institute of Science and Technology (KIST),5,https://openalex.org/A5062789422,Jeongha Lee,,,3,3,60,exact_normalized_name,https://api.openalex.org/authors?search=Jeongha+Lee&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_16kt7l8,Jeongwan On,UNIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1vseeub,Jiah Kim,Pukyong National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_9tizu5,jiha jang,Seoul National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1lf0emb,Jiho Choi,Korea Advanced Institute of Science and Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1nt9dwz,JIHO JANG,SEOUL NATIONAL UNIVERSITY,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1dfrfb7,Jihyun Lee,Sung Kyun Kwan University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1672kz7,Jin Hong,Chung-Ang University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1qjkno1,Jinhee Park,Korea Electronics Technology Institute; Chung-Ang University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1849jvr,Jinho Kim,Yonsei University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1of1kd,Jinhwan Seo,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1018n5o,Jini Yang,KAIST AI,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_c38ddw,Jinkyu Kim,Seoul National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1g0eg9d,Jinnyeong Kim,POSTECH,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_jnhf9l,Jinsoo Park,POSTECH,1,https://openalex.org/A5100380842,Jinsoo Park,https://orcid.org/0000-0003-2762-3446,Pohang University of Science and Technology; Seoul National University; Korea Post; Jeonju University,145,19654,100,exact_normalized_name; canonical_affiliation_match; orcid_available,https://api.openalex.org/authors?search=Jinsoo+Park&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_jnhf9l,Jinsoo Park,POSTECH,2,https://openalex.org/A5100713534,Jinsoo Park,https://orcid.org/0000-0003-0907-7023,Chonnam National University; Inha University; Korea University; Daejeon Institute of Science and Technology,126,7433,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Jinsoo+Park&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_jnhf9l,Jinsoo Park,POSTECH,3,https://openalex.org/A5100713839,Jin‐Soo Park,https://orcid.org/0000-0003-4487-946X,Sangmyung University; Korea Institute of Materials Science,508,9846,5,orcid_available,https://api.openalex.org/authors?search=Jinsoo+Park&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_jnhf9l,Jinsoo Park,POSTECH,4,https://openalex.org/A5100713532,Jinsoo Park,https://orcid.org/0000-0002-5781-3796,,158,1881,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Jinsoo+Park&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_jnhf9l,Jinsoo Park,POSTECH,5,https://openalex.org/A5100713528,Jinsoo Park,https://orcid.org/0000-0001-6806-3209,Gachon University,22,893,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Jinsoo+Park&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_6vguok,Jinwoo Chung,Kookmin University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_17oxlre,Jinwoo Jang,Sungkyunkwan University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_oifae6,Jinwook Jung,Hanyang University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_rkv24,Jisung Hwang,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_7f522b,Jiun Lee,Aimfuture,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1p4v3g5,Jiwan Kim,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1re1s4r,Jiwon Kang,KAIST AI,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1e07dad,Jiwon Kim,Seoul National University,1,https://openalex.org/A5100462870,Jiwon Kim,https://orcid.org/0000-0001-8481-8229,Seoul National University,16,7948,100,exact_normalized_name; canonical_affiliation_match; orcid_available,https://api.openalex.org/authors?search=Jiwon+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1e07dad,Jiwon Kim,Seoul National University,2,https://openalex.org/A5108003497,JW Kim,https://orcid.org/0000-0002-0498-5762,Apple (Israel); Kangbuk Samsung Hospital; Sungkyunkwan University,322,6218,5,orcid_available,https://api.openalex.org/authors?search=Jiwon+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1e07dad,Jiwon Kim,Seoul National University,3,https://openalex.org/A5100462894,Jiwon Kim,https://orcid.org/0000-0002-8420-8604,Cornell University; Presbyterian Hospital,239,3211,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Jiwon+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1e07dad,Jiwon Kim,Seoul National University,4,https://openalex.org/A5112356589,Jiwon Kim,https://orcid.org/0009-0007-0630-5250,Sungkyunkwan University,43,3765,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Jiwon+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1e07dad,Jiwon Kim,Seoul National University,5,https://openalex.org/A5100462879,Jiwon Kim,https://orcid.org/0000-0002-1458-4743,Yonsei University; Kyungpook National University; Hodges University; Integrative Medicine Institute; Jeonbuk National University,104,2666,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Jiwon+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_ua9szx,Jiyeong Kim,Ewha W. University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1hl1vuh,Jiyong Boo,Korea Advanced Institute of Science & Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_fw6dki,Jiyoung Park,Kyung Hee University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_5n2beb,Jiyun Im,Sung Kyun Kwan University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_14o5u5o,Jonghun Kim,Sungkyunkwan University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1cwcdyg,Jonghyun Kim,LG Electronics,1,https://openalex.org/A5100727303,Jong‐Hyun Kim,https://orcid.org/0000-0001-8641-7904,Catholic University of Korea,463,7901,5,orcid_available,https://api.openalex.org/authors?search=Jonghyun+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1cwcdyg,Jonghyun Kim,LG Electronics,2,https://openalex.org/A5100727309,Jong‐Hyun Kim,https://orcid.org/0000-0002-7503-5123,Tech University of Korea; Chosun University; Gyeongsang National University; Yonsei University; Chungnam National University; Korea University; Advanced Institute of Convergence Technology; Intelligent Energy (United Kingdom); Quantum Technologies (Sweden); Stanford University,410,5110,5,orcid_available,https://api.openalex.org/authors?search=Jonghyun+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1cwcdyg,Jonghyun Kim,LG Electronics,3,https://openalex.org/A5100720476,Jonghyun Kim,https://orcid.org/0000-0002-0380-7446,Sejong University; Chung-Ang University; Sungkyunkwan University; Korea Institute of Industrial Technology,133,2488,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Jonghyun+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1cwcdyg,Jonghyun Kim,LG Electronics,4,https://openalex.org/A5100434602,Jinwoo Kim,https://orcid.org/0000-0002-6571-2506,University of the Sciences; Chonnam National University; Kumoh National Institute of Technology; Seoul National University of Science and Technology; Pohang University of Science and Technology; University Health Network; Seoul National University; Incheon National University; Sogang University; Chosun University; Korea Advanced Institute of Science and Technology; University of Illinois Urbana-Champaign; The University of Texas at El Paso; Illinois College; Inha University; Yonsei University; Chungnam National University; Hyundai Motor Group (South Korea); Korea University; Dongguk University; Kongju National University; Purdue University West Lafayette; Samsung (South Korea); Severance Hospital; Korea Forest Service; University of the Arts; Seoul National University Bundang Hospital; Kyungpook National University; University of Illinois Chicago; Gwangju Institute of Science and Technology; Chonnam National University Hospital; Korea Polar Research Institute; Samjin Pharm (South Korea); National Institute of Biological Resources; Samsung (United States); SPring-8; Yonsei University Dental Hospital; Keimyung University Dongsan Medical Center; Chungnam National University Hospital; Gangnam Severance Hospital; Seoul National University Dental Hospital; Korea University; Chemical Synthesis Lab; Pohang Accelerator Laboratory; Yonsei University College of Dentistry; Nakdonggang National Institute of Biological Resources; Keimyung University Dongsan Hospital; Gongju National University of Education; Hanyang University; Pusan National University; McGill University; Keimyung University; Korea Institute of Science and Technology; European Organization for Nuclear Research; The University of Texas at Austin; Dankook University; Kim Il-sung University,329,5866,5,orcid_available,https://api.openalex.org/authors?search=Jonghyun+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_1cwcdyg,Jonghyun Kim,LG Electronics,5,https://openalex.org/A5100720477,Jonghyun Kim,https://orcid.org/0000-0002-1197-368X,,56,1501,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Jonghyun+Kim&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_g2e1q9,Jonghyun Park,Seoul National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_epucdv,Jongoh Jeong,KAIST,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_skq83z,Jongyeop Hyun,Pohang University of Science and Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_174cqdx,Joo Young Choi,KRAFTON,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1oogw60,Joonkyu Park,Seoul National University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_19ar351,Jooyeol Yun,Korea Advanced Institute of Science and Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_10csqcn,Jouwon Song,LG Corporation,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_emre,Jun-Sang YOO,Korea University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_l5wc63,Junah Jung,Seoul National University College of Medicine; Seoul National University College of Medicine,1,https://openalex.org/A5150925132,Junah Jung,https://orcid.org/0009-0004-7985-7222,Seoul National University,1,0,100,exact_normalized_name; canonical_affiliation_match; orcid_available,https://api.openalex.org/authors?search=Junah+Jung&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_9jiqs9,Jungmyung Wi,Korea University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1f5a4rn,Jungsu Kim,Yonsei University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_828p7g,jungu cho,CJ AI center; Gwangju Institute of Science and Technology,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_7i9zpd,Jungyong Son,Hanyang Universty,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_f92iuw,Junha Kim,Hanyang University,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_1d1f4lw,Junha Lee,South Korea,,,,,,,,,,,fetch_failed,OpenAlex 429
cai_xyxncm,Junoh Lee,GIST,1,https://openalex.org/A5058993286,Bradley Howell Jared,https://orcid.org/0000-0002-1243-4426,Knoxville College; Sandia National Laboratories; University of Tennessee at Knoxville,146,2382,5,orcid_available,https://api.openalex.org/authors?search=Junoh+Lee&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_xyxncm,Junoh Lee,GIST,2,https://openalex.org/A5087371141,Junoh Lee,https://orcid.org/0009-0006-0860-8469,Yonsei University,11,64,65,exact_normalized_name; orcid_available,https://api.openalex.org/authors?search=Junoh+Lee&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_xyxncm,Junoh Lee,GIST,3,https://openalex.org/A5074909896,Junoh Lee,,Korea Advanced Institute of Science and Technology; Kootenay Association for Science & Technology,1,6,60,exact_normalized_name,https://api.openalex.org/authors?search=Junoh+Lee&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_xyxncm,Junoh Lee,GIST,4,https://openalex.org/A5011959208,Junoh Lee,,Soongsil University,2,5,60,exact_normalized_name,https://api.openalex.org/authors?search=Junoh+Lee&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_xyxncm,Junoh Lee,GIST,5,https://openalex.org/A5064836613,Jun-Oh Yeon,https://orcid.org/0000-0003-0503-9396,Acoustics Research Institute,26,86,5,orcid_available,https://api.openalex.org/authors?search=Junoh+Lee&per-page=5,unverified_discovery_only,Do not use this row to resolve identity or count prior papers without primary-source verification.
cai_131dxvq,Junseong Shin,Hanyang University,,,,,,,,,,,fetch_failed,OpenAlex 429
